Model,Patient_Position,Original_Row_Index,Spearman_Raw,Spearman_P_Value,Spearman_Normalised,Top_3_Overlap,Agreement_Score,SHAP_Top_Features,LIME_Top_Features,Agreement_Level
Logistic Regression,143,75,1.0,0.0,1.0,1.0,1.0,"Glucose, BMI, Pregnancies","Glucose, BMI, Pregnancies",High
Logistic Regression,144,537,0.9047619047619048,0.0020082755054294677,0.9523809523809523,0.6666666666666666,0.8095238095238095,"Glucose, BMI, Age","Glucose, BMI, Pregnancies",High
Logistic Regression,145,38,0.880952380952381,0.0038503204637324014,0.9404761904761905,1.0,0.9702380952380952,"Glucose, BMI, Pregnancies","Glucose, BMI, Pregnancies",High
Logistic Regression,146,298,0.6904761904761906,0.057990318164572716,0.8452380952380953,1.0,0.9226190476190477,"Pregnancies, Glucose, BMI","Glucose, BMI, Pregnancies",High
Logistic Regression,147,115,0.3333333333333334,0.4197530864197531,0.6666666666666667,0.3333333333333333,0.5,"Glucose, Age, BloodPressure","Glucose, BMI, Pregnancies",Low
Logistic Regression,148,86,0.8095238095238096,0.014902667686230067,0.9047619047619049,1.0,0.9523809523809524,"Pregnancies, BMI, Glucose","Glucose, BMI, Pregnancies",High
Logistic Regression,149,32,0.880952380952381,0.0038503204637324014,0.9404761904761905,0.6666666666666666,0.8035714285714286,"Glucose, BMI, Age","Glucose, BMI, Pregnancies",High
Logistic Regression,150,637,0.6666666666666669,0.07098765432098751,0.8333333333333335,0.6666666666666666,0.75,"Glucose, Age, Pregnancies","Glucose, BMI, Pregnancies",Moderate
Logistic Regression,151,593,0.9285714285714287,0.0008629681828999769,0.9642857142857144,0.6666666666666666,0.8154761904761905,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Pregnancies",High
Logistic Regression,152,425,0.4761904761904762,0.23293553465009798,0.7380952380952381,0.6666666666666666,0.7023809523809523,"Glucose, BMI, DiabetesPedigreeFunction","Glucose, BMI, Pregnancies",Moderate
Logistic Regression,153,273,0.6428571428571429,0.08555889101267318,0.8214285714285714,0.6666666666666666,0.7440476190476191,"Glucose, Pregnancies, Age","Glucose, BMI, Pregnancies",Moderate
Random Forest,0,44,0.9047619047619048,0.0020082755054294677,0.9523809523809523,1.0,0.9761904761904762,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,1,672,0.4761904761904762,0.23293553465009798,0.7380952380952381,0.6666666666666666,0.7023809523809523,"Glucose, Age, Insulin","Glucose, BMI, Age",Moderate
Random Forest,2,700,0.8571428571428572,0.006530017254715292,0.9285714285714286,1.0,0.9642857142857143,"Age, Glucose, BMI","Glucose, BMI, Age",High
Random Forest,3,630,0.9285714285714287,0.0008629681828999769,0.9642857142857144,1.0,0.9821428571428572,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,4,81,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,5,389,0.5000000000000001,0.20703124999999997,0.75,0.6666666666666666,0.7083333333333333,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,6,387,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,0.6666666666666666,0.8273809523809523,"Glucose, BMI, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,7,408,0.8095238095238096,0.014902667686230067,0.9047619047619049,1.0,0.9523809523809524,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,8,163,0.6666666666666669,0.07098765432098751,0.8333333333333335,0.6666666666666666,0.75,"Glucose, Age, SkinThickness","Glucose, BMI, Age",Moderate
Random Forest,9,335,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,10,471,0.880952380952381,0.0038503204637324014,0.9404761904761905,0.6666666666666666,0.8035714285714286,"Glucose, DiabetesPedigreeFunction, Age","Glucose, BMI, Age",High
Random Forest,11,78,0.7619047619047621,0.028004939153071794,0.880952380952381,1.0,0.9404761904761905,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,12,307,0.7380952380952381,0.03655276105286081,0.8690476190476191,0.6666666666666666,0.7678571428571428,"BMI, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,13,392,0.6190476190476191,0.1017330374542646,0.8095238095238095,0.6666666666666666,0.7380952380952381,"BMI, Age, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,14,678,0.8095238095238096,0.014902667686230067,0.9047619047619049,0.6666666666666666,0.7857142857142858,"Age, Glucose, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,15,116,0.6666666666666669,0.07098765432098751,0.8333333333333335,0.6666666666666666,0.75,"Age, DiabetesPedigreeFunction, Glucose","Glucose, BMI, Age",Moderate
Random Forest,16,660,0.880952380952381,0.0038503204637324014,0.9404761904761905,1.0,0.9702380952380952,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,17,742,0.9285714285714287,0.0008629681828999769,0.9642857142857144,1.0,0.9821428571428572,"Age, Glucose, BMI","Glucose, BMI, Age",High
Random Forest,18,260,0.9047619047619048,0.0020082755054294677,0.9523809523809523,0.6666666666666666,0.8095238095238095,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,19,533,0.5000000000000001,0.20703124999999997,0.75,0.6666666666666666,0.7083333333333333,"Glucose, Age, BloodPressure","Glucose, BMI, Age",Moderate
Random Forest,20,140,0.04761904761904763,0.9108491685195836,0.5238095238095238,0.6666666666666666,0.5952380952380952,"BMI, Age, BloodPressure","Glucose, BMI, Age",Low
Random Forest,21,13,0.5952380952380953,0.11952980613879262,0.7976190476190477,0.6666666666666666,0.7321428571428572,"Glucose, Age, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,22,17,0.5000000000000001,0.20703124999999997,0.75,0.6666666666666666,0.7083333333333333,"Glucose, Age, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,23,245,0.880952380952381,0.0038503204637324014,0.9404761904761905,0.6666666666666666,0.8035714285714286,"Glucose, Age, Pregnancies","Glucose, BMI, Age",High
Random Forest,24,517,0.6666666666666669,0.07098765432098751,0.8333333333333335,0.6666666666666666,0.75,"Age, BMI, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,25,62,0.6190476190476191,0.1017330374542646,0.8095238095238095,1.0,0.9047619047619048,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,26,480,0.6190476190476191,0.1017330374542646,0.8095238095238095,1.0,0.9047619047619048,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,27,629,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,28,64,0.8571428571428572,0.006530017254715292,0.9285714285714286,1.0,0.9642857142857143,"Age, Glucose, BMI","Glucose, BMI, Age",High
Random Forest,29,3,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,30,158,0.6428571428571429,0.08555889101267318,0.8214285714285714,0.6666666666666666,0.7440476190476191,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,31,83,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,32,437,0.7619047619047621,0.028004939153071794,0.880952380952381,1.0,0.9404761904761905,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,33,153,0.6904761904761906,0.057990318164572716,0.8452380952380953,1.0,0.9226190476190477,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,34,469,0.8333333333333335,0.01017554012345675,0.9166666666666667,1.0,0.9583333333333334,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,35,124,0.7857142857142858,0.020815127253525276,0.8928571428571429,0.6666666666666666,0.7797619047619048,"Age, Glucose, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,36,305,0.6190476190476191,0.1017330374542646,0.8095238095238095,0.6666666666666666,0.7380952380952381,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,37,767,0.8571428571428572,0.006530017254715292,0.9285714285714286,0.6666666666666666,0.7976190476190477,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,38,746,0.7142857142857144,0.04652823228416724,0.8571428571428572,1.0,0.9285714285714286,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,39,345,0.14285714285714288,0.735764859879812,0.5714285714285714,0.6666666666666666,0.6190476190476191,"Age, BMI, Insulin","Glucose, BMI, Age",Moderate
Random Forest,40,745,0.4285714285714286,0.2894032248467901,0.7142857142857143,0.6666666666666666,0.6904761904761905,"Glucose, Age, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,41,596,0.7857142857142858,0.020815127253525276,0.8928571428571429,1.0,0.9464285714285714,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,42,279,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,43,264,0.7380952380952381,0.03655276105286081,0.8690476190476191,1.0,0.9345238095238095,"Age, BMI, Glucose","Glucose, BMI, Age",High
Random Forest,44,380,0.6428571428571429,0.08555889101267318,0.8214285714285714,0.6666666666666666,0.7440476190476191,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,45,560,0.5952380952380953,0.11952980613879262,0.7976190476190477,0.6666666666666666,0.7321428571428572,"DiabetesPedigreeFunction, Age, BMI","Glucose, BMI, Age",Moderate
Random Forest,46,276,0.5714285714285715,0.1389599571607067,0.7857142857142858,0.6666666666666666,0.7261904761904763,"BMI, Glucose, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,47,501,0.8333333333333335,0.01017554012345675,0.9166666666666667,0.6666666666666666,0.7916666666666667,"Glucose, DiabetesPedigreeFunction, Age","Glucose, BMI, Age",Moderate
Random Forest,48,415,0.9047619047619048,0.0020082755054294677,0.9523809523809523,0.6666666666666666,0.8095238095238095,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,49,535,0.7380952380952381,0.03655276105286081,0.8690476190476191,0.6666666666666666,0.7678571428571428,"Age, Glucose, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,50,558,0.9047619047619048,0.0020082755054294677,0.9523809523809523,1.0,0.9761904761904762,"Glucose, BMI, DiabetesPedigreeFunction","Glucose, BMI, DiabetesPedigreeFunction",High
Random Forest,51,484,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,52,428,0.8571428571428572,0.006530017254715292,0.9285714285714286,1.0,0.9642857142857143,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,53,89,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,54,756,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,55,531,0.9285714285714287,0.0008629681828999769,0.9642857142857144,1.0,0.9821428571428572,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,56,712,0.6666666666666669,0.07098765432098751,0.8333333333333335,0.6666666666666666,0.75,"BMI, Age, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,57,532,0.5476190476190477,0.1600256425388966,0.7738095238095238,0.6666666666666666,0.7202380952380952,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,58,355,0.7619047619047621,0.028004939153071794,0.880952380952381,0.6666666666666666,0.7738095238095238,"Glucose, Age, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,59,713,0.6666666666666669,0.07098765432098751,0.8333333333333335,1.0,0.9166666666666667,"BMI, Age, Glucose","Glucose, BMI, Age",High
Random Forest,60,440,0.6666666666666669,0.07098765432098751,0.8333333333333335,1.0,0.9166666666666667,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,61,311,0.880952380952381,0.0038503204637324014,0.9404761904761905,1.0,0.9702380952380952,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,62,494,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,63,235,0.7619047619047621,0.028004939153071794,0.880952380952381,1.0,0.9404761904761905,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,64,650,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,65,724,0.8333333333333335,0.01017554012345675,0.9166666666666667,1.0,0.9583333333333334,"Age, Glucose, BMI","Glucose, BMI, Age",High
Random Forest,66,332,1.0,0.0,1.0,1.0,1.0,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,67,418,0.9285714285714287,0.0008629681828999769,0.9642857142857144,1.0,0.9821428571428572,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,68,410,0.9047619047619048,0.0020082755054294677,0.9523809523809523,0.6666666666666666,0.8095238095238095,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",High
Random Forest,69,743,1.0,0.0,1.0,1.0,1.0,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,70,419,0.4047619047619048,0.3198886412288162,0.7023809523809524,0.6666666666666666,0.6845238095238095,"BMI, DiabetesPedigreeFunction, Age","Glucose, BMI, Age",Moderate
Random Forest,71,527,0.8571428571428572,0.006530017254715292,0.9285714285714286,1.0,0.9642857142857143,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,72,351,0.5476190476190477,0.1600256425388966,0.7738095238095238,0.6666666666666666,0.7202380952380952,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,73,618,0.5952380952380953,0.11952980613879262,0.7976190476190477,0.3333333333333333,0.5654761904761905,"Age, Pregnancies, DiabetesPedigreeFunction","Glucose, BMI, Age",Low
Random Forest,74,407,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,75,243,0.7619047619047621,0.028004939153071794,0.880952380952381,1.0,0.9404761904761905,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,76,190,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,77,187,0.6904761904761906,0.057990318164572716,0.8452380952380953,0.6666666666666666,0.7559523809523809,"BMI, DiabetesPedigreeFunction, Age","Glucose, BMI, Age",Moderate
Random Forest,78,496,0.7857142857142858,0.020815127253525276,0.8928571428571429,0.6666666666666666,0.7797619047619048,"BMI, Glucose, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,79,441,0.3333333333333334,0.4197530864197531,0.6666666666666667,0.6666666666666666,0.6666666666666667,"Glucose, Age, Insulin","Glucose, BMI, Age",Moderate
Random Forest,80,430,0.880952380952381,0.0038503204637324014,0.9404761904761905,1.0,0.9702380952380952,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,81,698,0.7619047619047621,0.028004939153071794,0.880952380952381,0.6666666666666666,0.7738095238095238,"BMI, DiabetesPedigreeFunction, Glucose","Glucose, BMI, Age",Moderate
Random Forest,82,513,0.8333333333333335,0.01017554012345675,0.9166666666666667,1.0,0.9583333333333334,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,83,304,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,84,82,0.5476190476190477,0.1600256425388966,0.7738095238095238,0.6666666666666666,0.7202380952380952,"Glucose, DiabetesPedigreeFunction, Age","Glucose, BMI, Age",Moderate
Random Forest,85,563,0.5476190476190477,0.1600256425388966,0.7738095238095238,1.0,0.8869047619047619,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,86,722,0.6666666666666669,0.07098765432098751,0.8333333333333335,1.0,0.9166666666666667,"BMI, Age, Glucose","Glucose, BMI, Age",High
Random Forest,87,199,0.6190476190476191,0.1017330374542646,0.8095238095238095,0.6666666666666666,0.7380952380952381,"DiabetesPedigreeFunction, Glucose, BMI","Glucose, BMI, Age",Moderate
Random Forest,88,112,0.5714285714285715,0.1389599571607067,0.7857142857142858,0.6666666666666666,0.7261904761904763,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,89,162,1.0,0.0,1.0,1.0,1.0,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,90,24,0.880952380952381,0.0038503204637324014,0.9404761904761905,1.0,0.9702380952380952,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,91,215,0.8571428571428572,0.006530017254715292,0.9285714285714286,0.6666666666666666,0.7976190476190477,"BMI, Glucose, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,92,42,0.9285714285714287,0.0008629681828999769,0.9642857142857144,1.0,0.9821428571428572,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,93,366,0.523809523809524,0.18272075053971482,0.761904761904762,0.6666666666666666,0.7142857142857143,"BMI, Glucose, Insulin","Glucose, BMI, Age",Moderate
Random Forest,94,402,0.6428571428571429,0.08555889101267318,0.8214285714285714,0.6666666666666666,0.7440476190476191,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,95,88,0.7380952380952381,0.03655276105286081,0.8690476190476191,0.6666666666666666,0.7678571428571428,"DiabetesPedigreeFunction, Glucose, Age","Glucose, BMI, Age",Moderate
Random Forest,96,486,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,97,436,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,98,399,0.9285714285714287,0.0008629681828999769,0.9642857142857144,0.6666666666666666,0.8154761904761905,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,99,488,0.9523809523809524,0.00026040002438725105,0.9761904761904763,0.6666666666666666,0.8214285714285714,"Glucose, BMI, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,100,615,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,101,481,0.7619047619047621,0.028004939153071794,0.880952380952381,0.6666666666666666,0.7738095238095238,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,102,139,0.7619047619047621,0.028004939153071794,0.880952380952381,0.6666666666666666,0.7738095238095238,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,103,570,0.9047619047619048,0.0020082755054294677,0.9523809523809523,0.6666666666666666,0.8095238095238095,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,104,300,0.8333333333333335,0.01017554012345675,0.9166666666666667,0.6666666666666666,0.7916666666666667,"Glucose, BMI, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,105,736,0.6666666666666669,0.07098765432098751,0.8333333333333335,1.0,0.9166666666666667,"BMI, Age, Glucose","Glucose, BMI, Age",High
Random Forest,106,445,0.8571428571428572,0.006530017254715292,0.9285714285714286,0.6666666666666666,0.7976190476190477,"Glucose, BMI, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,107,447,0.523809523809524,0.18272075053971482,0.761904761904762,0.6666666666666666,0.7142857142857143,"Glucose, Age, Insulin","Glucose, BMI, Age",Moderate
Random Forest,108,489,0.880952380952381,0.0038503204637324014,0.9404761904761905,0.6666666666666666,0.8035714285714286,"Glucose, BMI, Pregnancies","Glucose, BMI, DiabetesPedigreeFunction",High
Random Forest,109,330,0.9285714285714287,0.0008629681828999769,0.9642857142857144,1.0,0.9821428571428572,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,110,144,0.9047619047619048,0.0020082755054294677,0.9523809523809523,0.6666666666666666,0.8095238095238095,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,111,185,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,112,584,0.5952380952380953,0.11952980613879262,0.7976190476190477,0.6666666666666666,0.7321428571428572,"Age, Pregnancies, Glucose","Glucose, BMI, Age",Moderate
Random Forest,113,164,0.8095238095238096,0.014902667686230067,0.9047619047619049,0.6666666666666666,0.7857142857142858,"BMI, DiabetesPedigreeFunction, Age","Glucose, BMI, Age",Moderate
Random Forest,114,309,0.9047619047619048,0.0020082755054294677,0.9523809523809523,0.6666666666666666,0.8095238095238095,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",High
Random Forest,115,127,0.7142857142857144,0.04652823228416724,0.8571428571428572,0.6666666666666666,0.7619047619047619,"Age, Glucose, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,116,763,0.5714285714285715,0.1389599571607067,0.7857142857142858,0.6666666666666666,0.7261904761904763,"Glucose, DiabetesPedigreeFunction, Insulin","Glucose, BMI, DiabetesPedigreeFunction",Moderate
Random Forest,117,310,0.7857142857142858,0.020815127253525276,0.8928571428571429,1.0,0.9464285714285714,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,118,740,0.7619047619047621,0.028004939153071794,0.880952380952381,0.6666666666666666,0.7738095238095238,"Age, BMI, Glucose","Glucose, BMI, DiabetesPedigreeFunction",Moderate
Random Forest,119,347,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,120,247,0.5952380952380953,0.11952980613879262,0.7976190476190477,1.0,0.8988095238095238,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,121,6,0.4523809523809524,0.260404767436885,0.7261904761904762,0.6666666666666666,0.6964285714285714,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,122,674,0.8333333333333335,0.01017554012345675,0.9166666666666667,0.6666666666666666,0.7916666666666667,"Glucose, BMI, Age","Glucose, BMI, DiabetesPedigreeFunction",Moderate
Random Forest,123,258,0.9047619047619048,0.0020082755054294677,0.9523809523809523,1.0,0.9761904761904762,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,124,198,0.7857142857142858,0.020815127253525276,0.8928571428571429,0.6666666666666666,0.7797619047619048,"Glucose, DiabetesPedigreeFunction, Age","Glucose, BMI, Age",Moderate
Random Forest,125,238,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,126,417,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,127,699,0.7619047619047621,0.028004939153071794,0.880952380952381,1.0,0.9404761904761905,"BMI, Age, Glucose","Glucose, BMI, Age",High
Random Forest,128,205,0.9047619047619048,0.0020082755054294677,0.9523809523809523,1.0,0.9761904761904762,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,129,543,0.7380952380952381,0.03655276105286081,0.8690476190476191,0.6666666666666666,0.7678571428571428,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,130,554,1.0,0.0,1.0,1.0,1.0,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,131,244,0.261904761904762,0.530922861565801,0.6309523809523809,0.6666666666666666,0.6488095238095237,"Glucose, BMI, Insulin","Glucose, BMI, Age",Moderate
Random Forest,132,94,0.8571428571428572,0.006530017254715292,0.9285714285714286,1.0,0.9642857142857143,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,133,424,0.8095238095238096,0.014902667686230067,0.9047619047619049,0.6666666666666666,0.7857142857142858,"BMI, Glucose, Pregnancies","Glucose, BMI, Age",Moderate
Random Forest,134,212,0.8571428571428572,0.006530017254715292,0.9285714285714286,0.6666666666666666,0.7976190476190477,"Glucose, DiabetesPedigreeFunction, BMI","Glucose, BMI, Age",Moderate
Random Forest,135,697,0.880952380952381,0.0038503204637324014,0.9404761904761905,1.0,0.9702380952380952,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,136,679,0.6428571428571429,0.08555889101267318,0.8214285714285714,1.0,0.9107142857142857,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,137,589,0.7142857142857144,0.04652823228416724,0.8571428571428572,1.0,0.9285714285714286,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,138,421,0.6666666666666669,0.07098765432098751,0.8333333333333335,1.0,0.9166666666666667,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,139,734,0.6666666666666669,0.07098765432098751,0.8333333333333335,1.0,0.9166666666666667,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,140,268,0.9761904761904763,3.3143960262001043e-05,0.9880952380952381,1.0,0.9940476190476191,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,141,635,0.880952380952381,0.0038503204637324014,0.9404761904761905,1.0,0.9702380952380952,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,142,87,0.7857142857142858,0.020815127253525276,0.8928571428571429,0.6666666666666666,0.7797619047619048,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,143,75,1.0,0.0,1.0,1.0,1.0,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,144,537,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"BMI, Glucose, Age","Glucose, BMI, Age",High
Random Forest,145,38,0.6190476190476191,0.1017330374542646,0.8095238095238095,0.6666666666666666,0.7380952380952381,"Glucose, Age, SkinThickness","Glucose, BMI, Age",Moderate
Random Forest,146,298,0.5714285714285715,0.1389599571607067,0.7857142857142858,0.6666666666666666,0.7261904761904763,"Glucose, Age, Insulin","Glucose, BMI, Age",Moderate
Random Forest,147,115,0.880952380952381,0.0038503204637324014,0.9404761904761905,0.6666666666666666,0.8035714285714286,"Glucose, BMI, DiabetesPedigreeFunction","Glucose, BMI, Age",High
Random Forest,148,86,0.7857142857142858,0.020815127253525276,0.8928571428571429,0.6666666666666666,0.7797619047619048,"Glucose, DiabetesPedigreeFunction, Age","Glucose, BMI, DiabetesPedigreeFunction",Moderate
Random Forest,149,32,0.7857142857142858,0.020815127253525276,0.8928571428571429,1.0,0.9464285714285714,"Glucose, BMI, Age","Glucose, BMI, Age",High
Random Forest,150,637,0.5000000000000001,0.20703124999999997,0.75,0.6666666666666666,0.7083333333333333,"Glucose, Age, DiabetesPedigreeFunction","Glucose, BMI, Age",Moderate
Random Forest,151,593,0.9523809523809524,0.00026040002438725105,0.9761904761904763,1.0,0.9880952380952381,"Glucose, Age, BMI","Glucose, BMI, Age",High
Random Forest,152,425,0.9047619047619048,0.0020082755054294677,0.9523809523809523,1.0,0.9761904761904762,"Glucose, Age, BMI","Glucose, BMI, Age",High
